,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1322833,4,Four Stars,Good,[],B01N7XKNSX,B09TXZHKLG,AG2CQG2CQZZHWYWSEIYPNIMKSIPQ,2017-10-12 00:12:44.370,1,True
1324641,5,Times up y’all!,"For the price, it’s great",[],B01MZF6LL2,B09TXZHKLG,AGSDM45G3EMSEPDJGP2HYFR4SP3A,2019-08-11 05:34:47.060,0,True
1325135,5,"It's got that 1970s calculator look and you know, ...","It's got that 1970s calculator look and you know, that works for me. Keep the instructions though - you'll never remember how to program it otherwise.",[],B000GAWSDG,B09TXZHKLG,AFRWBKFSWANERYLCONRC7H62B34A,2016-10-11 17:35:02.000,0,True
1325665,5,Great watch,I have no cons for this watch. Matches my uniform great and is very comfortable to wear. I'm wearing it right now actually.,[],B07BQXXNQY,B09TXZHKLG,AE3KMRMBISMBSE4ZMSZLFLUUUICA,2021-01-02 00:54:56.822,0,True
1325677,5,"Simple, stylish, and super.","It's definitely on the smaller side which I like. I'm a woman, so it proportionally fits my wrist perfectly — not too big, not too small and dainty. I would say this watch definitely falls in the unisex category. It was super easy to program and it's easy to use, I also like that it's water resistant because I definitely might have accidentally spilled water on it with no problems afterwards. The profile of the watch is a bit slim which adds a bit of minimalist sophistication to it, not chunky or heavy at all which I feel like is often overkill with affordable watches like these. For whatever reason, manufacturers love to add on all sorts of useless designs and features to watches. Not this one. Lastly, I didn't care for this at first but now I really like it — the fact that it shows you the day and date, has been a nice little perk too.<br /><br />Overall a simple, affordable, quality watch. There's nothing to add and nothing to take away. Sometimes that's all you really need.",[],B01N7XKNSX,B09TXZHKLG,AF2YI27WWF2TXGGWYCVZE3TZHDPA,2017-10-07 00:41:26.394,1,True
1325711,5,Very nice watch,"Seemed flimsy at first, probably because I was used to another watch I wore daily, but after wearing this one every day, I find it comfortable and sturdy.  Would definitely buy again when it's time!",[],B000GAWSDG,B09TXZHKLG,AFKTRDFEQPFAXR7ZC6MVPSVFKPYA,2015-10-24 12:05:42.000,0,True
1325712,5,Five Stars,Perfect watch for travel!  Not flashy and always keeps perfect time. Alarm is a real plus,[],B000GAWSDG,B09TXZHKLG,AGRXBIUHH2GYYQU6MVNMGVTBTZUQ,2018-09-15 02:06:30.810,0,True
1326205,5,Could this be the highest rated item on Amazon?,Oh yeah… This thing rocks.,[],B000GAWSDG,B09TXZHKLG,AHR6EYYPQ2BSWBAZIKBO7GQ6IR5A,2017-08-20 02:25:59.506,0,True
1326419,3,Excellent piece.,Bought this watch for my man cause he already know what time it is. Watch is the best bang for your buck. It has a stopwatch feature. He be hittin it and timing himself to see how long he go. Great watch for the money. Light weight.. he keeps it on when we smashin. I gotta tell these hoes to fall back from him. You know what time it is!,[],B01MZF6LL2,B09TXZHKLG,AHILWBXXJGR2XNAZAWKAG63TN5FQ,2019-11-15 14:44:34.886,0,True
1327576,3,Basic watch . Light useless,"What  I expected. Light does not illuminate the face . Works well for my purpose. Have broken two other watches in Warehouse job. This one holding up well. Small, light,tough.",[],B000GAWSDG,B09TXZHKLG,AEVZ6MGI6UUSTZSJVGDOX5G5VOWQ,2019-09-27 03:04:18.743,0,True
1328499,5,Perfect,"This watch is a simple, lightweight, no nonsense watch and I LOVE IT! Perfect for those who want a watch that works and is easy to deal with.",[],B000GAWSDG,B09TXZHKLG,AFYCL75FXGJCGYXVVAUVCOIIZNQA,2019-07-18 05:37:59.275,0,True
1329183,5,I got this watch 17 years ago. I have ...,I got this watch 17 years ago. I have misplaced it some where in my house. and the alarm still beeps at 10:32 or 9:32 everyday depending on Daylight savings time.,[],B000GAWSDG,B09TXZHKLG,AH5T5I7GPFYUVQYGMSTB5GFAP5TQ,2015-07-01 18:40:56.000,0,False
1329202,5,Casio Gateway Drug,"For $10 this watch is incredible. Accurate, stylish in a retro way, looks great on an 18mm NATO strap, and has all the settings you really need in a ten dollar watch. The light sucks, but it’s ten bucks. This was my gateway drug into retro Casios.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81WmXM2bAoL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81WmXM2bAoL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81WmXM2bAoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AHFOEACKCCEV6FQLM4MHLNGLLKVQ,2018-09-11 05:21:59.474,0,True
1329722,5,Very pleased with purchase,"Cant beat the price for a quality utilitarian watch. Durable, functional, and easy to use so far. Only 3 buttons plus the light, but still easy to set. I was a bit disappointed with the light's weak brightness level, but I don't really need it.",[],B000GAWSDG,B09TXZHKLG,AEB52FDMCMHY2A75NN7ICI3CRHBQ,2017-03-17 17:49:36.000,0,True
1330218,1,No me gustó y lo devolvió.,Muy pequeño para las manos de un hombre.,[],B07BQZ66LP,B09TXZHKLG,AFEGMOWH6TMJNG5GTBHV5XNRXMZA,2021-02-23 21:46:07.130,0,True
1330460,4,"Good watch, too small for man’s wrist","I liked this watch, but the strap is pretty short. Had to give it over to my wife. She loves it, just not for me",[],B07BQXXNQY,B09TXZHKLG,AGSPDQGOEYADU7O4TGSXETHSGQPA,2022-03-21 20:43:34.931,0,True
1330484,5,Great budget watch.,Product works as described happy to have an affordable cheap watch that tells time.,[],B01MZF6LL2,B09TXZHKLG,AHCXJJTJCCY22SIJNMBBX6P5K4OA,2019-10-16 01:05:19.848,0,True
1330671,5,Five Stars,great watch for the price. works perfectly,[],B000GAWSDG,B09TXZHKLG,AF5RI7VTOFPV5NQZ2HHPEBXYQSOQ,2017-01-11 20:00:42.000,0,True
1330887,5,In case you need to makeshift a time bomb.,I heard terrorist can make time bombs with this thing. Great on the budget for that.,[],B000GAWSDG,B09TXZHKLG,AGCQXDQO7OBOPPYVS6CSZRMZMSTQ,2017-02-06 21:51:21.000,0,True
1331083,5,Five Stars,Es sencillo pero bonito si lo recomiendo,[],B000GAWSDG,B09TXZHKLG,AETJNLSGLGPWIIVA5RPPUV4QYZQA,2018-08-17 17:38:52.362,0,True
1332025,4,Four Stars,Good for price. Alarm does not snooze.,[],B000GAWSDG,B09TXZHKLG,AFYOLMGZ6MWVPIC26NKYPA27PKMA,2015-07-31 19:13:19.000,0,True
1332680,4,Looks great on picture,But not so good on wrist,[],B086RNZX13,B09TXZHKLG,AGEQTP4JY7XPGFQQTJKPVYZNSDOQ,2022-09-13 16:18:02.029,0,True
1332706,4,This watch does great. Only problem is a very small strap which ...,I wanted a simple timer for my cardio routine. This watch does great. Only problem is a very small strap which results in a tight fit during exercise.,[],B000GAWSDG,B09TXZHKLG,AFWV3ZW6FCO5TZYK62QLNNRQKUCQ,2014-09-02 03:42:06.000,0,True
1332869,5,Good,Good as usual casio,[],B000GAWSDG,B09TXZHKLG,AFZMKVOIYYDVHJWKO3OARUDZVNGA,2019-07-14 05:43:08.885,0,True
1333508,5,Old school vibes,Perfect fit. Not too masculine or feminine just in the middle. Deters me from taking out my cell on the subway to look at time or wear my heavier watches. Big plus is the nostalgia of rockin a watch I wanted in the 90s but my moms couldn’t afford it.  Almost went with the calculator one because of this lol<br /><br />The watch band is comfortable and it was pretty easy to setup. Shipping was also pretty fast. Only minus is the light is just okay,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uEV7PeSnS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uEV7PeSnS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uEV7PeSnS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AGWB5XA4545DTILJ3SGOCNSMB63Q,2020-12-29 23:24:14.329,0,True
1333898,5,Very cute,Very cute and comfortable.,[],B086RNZX13,B09TXZHKLG,AFFTF3LOGSX43HSPPDQMGWIGVYDA,2022-09-12 18:23:53.805,0,True
1334770,5,¡Bonito regalo para mi hija!,¡Bonito presente 🎁!<br />Casio una gran marca de relojes.<br />Recomendado 100%,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71IkE9+bRhL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71IkE9+bRhL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71IkE9+bRhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RNZX13,B09TXZHKLG,AH6XCMASHBBWSDRHNAEPI7WSIGTA,2022-02-16 01:23:18.281,0,True
1334893,4,Four Stars,Very neat,[],B000GAWSDG,B09TXZHKLG,AGT3BEJ7XLBAHSEROWP4OSTKKLJQ,2018-08-26 00:25:23.837,0,True
1335239,5,Probably the best watch I've ever owned,"Probably the best watch I've ever owned. To be frank however, its ugly. Its very functional however. No real frills, you can easily tell the time, the day, and the day of the month. It has a 12/24hr. It is formatted in HH:MM:SS. The text is very clear, easily readable in the sunlight. it has a night green light, however it is coming only from the right side.<br />it has a Alarm feature, with the ability the beep at every hour, or an alarm at a time whenever you want. Then the next feature is the stopwatch featuring lap times. I'm not sure how this works but I never needed to time things.<br /><br />It is ugly though. Its black, but the face of the casio is ugly. My biggest complaint of it. If one could easily get rid of all of the stuff on the face of the watch, it would look very nice.<br /><br />Overall, this is a very nice watch. Its waterproof, I can shower with it just fine, which is the biggest criteria for me. It is also very light and small on my wrist, which is something that bigger watches bothered me.<br /><br />+Comfortable and light<br />+A nice suite of features<br />+Easy to read digital text<br />+Light<br />-Ugly as sin",[],B000GAWSDG,B09TXZHKLG,AHFDWFXL4FAYF5FZEMBRFC7KYTQQ,2015-04-20 20:44:23.000,1,True
1335318,5,Great deal overall,Easy to read instructions and understand functions,[],B000GAWSDG,B09TXZHKLG,AFDWR42KYMRGKQVZPMWEKMSQD4RA,2022-06-23 02:49:26.111,0,True
1335410,5,The Classic Cool Watch of the Centry!,It’s all you need and nothing you don’t! Not oversized and looks great on the wrist! Waterproof! I have been swimming and I dive deep and never had a problem!! I will Test It This Beat season and get back to you!!,[],B000GAWSDG,B09TXZHKLG,AH6VXCCXW7H3KYXEDZUDYATAN3WA,2019-04-10 17:33:45.292,0,True
1335484,5,Great value,It does everything I want in a sports watch for a super cheap price.,[],B000GAWSDG,B09TXZHKLG,AGM4IY3OMKIVKUTXS7RL4REAGNWQ,2019-05-17 19:08:44.653,0,True
1335689,5,"Classic design, works as intended, ultimate value watch","Ultimate value watch with a classic design that still works great.  The built-in LED is correct for its period of design in that it's actually dim-feeling by today's standards.  I have regularly washed my hands with this watch on and it's never had water getting in.  The battery life lasts a really long time, I don't remember having changed it on the few I've owned so far.",[],B000GAWSDG,B09TXZHKLG,AEEZQVQFTRCLUVWMOR4A53X45FPQ,2020-06-27 23:56:57.789,0,True
1336729,4,good cheap watch,This is a good cheap buy for an everyday watch. Small enough to not be over obtrusive and goes with anything. Great for a basic watch.,[],B000GAWSDG,B09TXZHKLG,AHUBF74PIXBPXMUCA35DAWRKAMSQ,2018-10-31 20:43:19.003,0,True
1337076,5,Great watch,"Great watch, good price and small enough to not get in the way",[],B000GAWSDG,B09TXZHKLG,AHLY5TSJWOE35G4WKZBMTKD57NFA,2018-10-15 19:59:45.173,0,True
1337315,5,Amazing!,Amazing product!!! Classic feeeeel!!!!,[],B01MZF6LL2,B09TXZHKLG,AGAK7QAHNKWZEOEKW2ARV4GSPTCQ,2019-10-15 16:45:49.077,0,True
1338077,3,Three Stars,A bit small,[],B000GAWSDG,B09TXZHKLG,AGE6HOK5NRZITKSMMPO7PUEHVL5A,2018-01-10 22:11:37.295,0,True
1338409,5,Does exactly what it needs to,"Everything works as it should. The built-in light is very dim, but you'll put up with it for the sake of authenticity.",[],B01MZF6LL2,B09TXZHKLG,AHNQLWZ5XEED72ZGDLDEKD7C7SSA,2022-09-20 12:22:07.151,0,True
1338550,5,Excelente,Increíble vino en su caja original manuales y el modelo es sencillo pero muy útil. Es mejor de lo que espere. Lo recomiendo,"[{'small_image_url': 'https://m.media-amazon.com/images/I/6189yO356FL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/6189yO356FL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/6189yO356FL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RP8GK8,B09TXZHKLG,AFYXMGVTVFNYCWEF26ILYONKKX3Q,2021-10-22 16:47:02.651,0,True
1338604,3,"Great watch, just kind of small.  Not for people with big hands/wrists.","Good watch.  Does its job.  My only problem with it is how small it is.  I tried to figure out exact dimensions but no information was really given.  The watch, end to end is 9 inches.  I can get it to the first and second notch, but it looks kind of silly on my arm.  Fair warning for those with large wrists and large hands.  It will look a bit funny because it is so small.  I wore it with the watch on the underside of my wrist for when I needed to use it.",[],B000GAWSDG,B09TXZHKLG,AEA46O22FVEPCFHMANOFSJSSSPWA,2016-06-18 19:42:11.000,0,True
1340136,5,Color and size,I loved! I’m slim and he is perfect!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1IDvlZv+xS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1IDvlZv+xS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1IDvlZv+xS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RQHJQM,B09TXZHKLG,AEK4LGID5ZSXS2PFYVONX7EO2UKA,2021-07-12 03:21:38.000,1,True
1340908,5,Recommend,Works great and looks better than I thought,[],B01MZF6LL2,B09TXZHKLG,AE45RPQV2AYTHWK7EC35NA2AYE4A,2018-03-03 16:11:22.721,0,True
1341372,5,Good inexpensive watch!,"My wife loves it! Only issue is that the built in light’s a bit dim, other than that, this is a good inexpensive watch.",[],B000GAWSDG,B09TXZHKLG,AEZBBPV5TCLIFLS4XIN5PQOOHQNA,2020-06-10 20:44:28.960,0,True
1341373,5,Value for money,"Bought this and another one in a different color for my wife and she absolutely loves both. It fits better on women as it looked too small on my hand. Other than that, this is a pretty decent watch for the price.",[],B01MZF6LL2,B09TXZHKLG,AEZBBPV5TCLIFLS4XIN5PQOOHQNA,2020-06-10 20:31:09.686,0,True
1341928,5,Gets the job done,Not particularly fond of the fact that they didn't feel the need to update its atrocious light but it fulfills its purpose and fits well on my tiny wrist.,[],B000GAWSDG,B09TXZHKLG,AGGCJBUEGPSOEPD4C5EMFSJRIE5A,2019-03-17 15:31:24.734,0,True
1344410,5,... worked for him -- this has filled the bill nicely.,I was looking for a digital watch with large numbers for my husband who has macular degeneration -- his old Casio which he has had for years really has not worked for him -- this has filled the bill nicely.,[],B000GAWSDG,B09TXZHKLG,AHQVP4IJ5MSYVM4RN55SFDJIIFWA,2014-12-22 19:03:20.000,0,True
1345259,3,NOT for an adult man or even teenage boy,It’s really small.,[],B000GAWSDG,B09TXZHKLG,AEPKRBPJD5SIFIN54QDLL4QDZ6OA,2018-09-04 00:04:17.613,0,True
1345514,5,Perfect,"It is an excellent beater watch. Inexpensive and with excellent built quality. However, it is small and it may be too small for most people.",[],B000GAWSDG,B09TXZHKLG,AEMJXH53FTWJVTMAOR2TE6VD4FFQ,2022-09-03 22:02:49.120,0,True
1346271,5,Great,Great,[],B01MZF6LL2,B09TXZHKLG,AFH2IEJDTAWJVDLPD6D3XP45GWFA,2019-06-17 01:40:15.750,0,True
1346272,5,Great,Great,[],B01MZF6LL2,B09TXZHKLG,AFH2IEJDTAWJVDLPD6D3XP45GWFA,2019-06-17 01:40:15.750,0,True
1346285,5,Affordable classic,"I like having a watch but I keep messing them up at work. This watch looks pretty good, is lightweight, and cheap enough to replace every couple months when I invariably destroy it.",[],B000GAWSDG,B09TXZHKLG,AGKY5OT7XULPLY4FT54UMMDH6F3A,2018-04-29 23:17:20.693,0,True
1346349,5,buena compra,"Reloj, para uso diario excelente, compre los colores negro, plata y dorado....el plateado lo uso de manera diaria y recomendados al 100% unico detalle es la luz la cual ilumina poco, siempre se puede ver (probado en jn cine) pero puede ser muy poca.",[],B01MZF6LL2,B09TXZHKLG,AF3ZRCMODEQH7DUQK6ZTDPFXKG5A,2019-12-04 16:45:06.117,0,True
1346870,5,Just right,It is a functional and sporty watch. great for school kids for whom an expensive watch would be a waste.,[],B000GAWSDG,B09TXZHKLG,AFD7G7R5SXJRYFAXOWVTSFAFLQMQ,2012-12-08 02:41:53.000,0,True
1347193,5,Awesome,For my work use.,[],B01MZF6LL2,B09TXZHKLG,AFZX5EM7DDDHIGYB2Q5TL7O3R3AQ,2019-06-17 20:59:13.809,0,True
1347417,4,Good value,"A very nice watch: light-weight, simple and accurate. Dial light could be a bit brighter, but it is not too bad. One thing I did not realiize prior to purchase: the instructions state the watch is merely water resistant and should not be use for swimming. Still, I am happy with the purchase.",[],B000GAWSDG,B09TXZHKLG,AHCALHB5EFWYRGC63SFCSQLSI2RA,2008-08-31 14:00:33.000,3,False
1348548,5,2 years later it still lasts!,"Recommended for people who want a budget watch that will last. You will get bored of this watch before it wears out! Time flies weather or not you have a wrist watch, disclaimer.",[],B000GAWSDG,B09TXZHKLG,AH37ONMC4TVG47FIIPHZD5TMNRBA,2020-11-29 03:00:14.458,0,True
1348575,5,All that is needed for a good price,"I've used this exact model for many years (20+). It is light, convenient, and has all the features I need. The battery lasts much longer than the strap, which tends to break in ~3 years.",[],B000GAWSDG,B09TXZHKLG,AGFDENRGTB65CDV2FKQWRRC6X6QA,2022-12-02 18:57:16.558,1,True
1348638,1,This watch is not for men,Needed a father's day gift  and this is not a man watch,[],B000GAWSDG,B09TXZHKLG,AHBBUO2HGWFPNHUTHLS2NMGA5FLA,2022-06-19 05:35:03.544,0,True
1349228,5,On my third.,"I bought one of these, used it for 6 or 7 years - bought another, used it for 6 or 7 years - now I'm on my third.  Water-proof, not just for showering, but for swimming in the ocean, even diving down to 20 feet or so.  Basically, I don't take it off.<br /><br />Very few things do what exactly what you want them to do.  Recommended.",[],B000GAWSDG,B09TXZHKLG,AHNYNTHM37KJVCQ7MNVAS7V3PIMQ,2009-01-02 03:18:26.000,42,False
1349460,5,Good ole watch and stopwatch,Love its minimalism. Advantage over apple watch bc no need to recharge. I use this primarily for watch and stopwatch. It has a pretty decent and loud alarm but I don't use it. Bang for your buck.,[],B01N7XKNSX,B09TXZHKLG,AFLSD27FQTPW74RDVJYXRDFA6ADA,2023-03-30 16:24:53.501,0,True
1350333,5,Craftmanship,"Craftmanship of Design, Dream of many in past",[],B000GAWSDG,B09TXZHKLG,AHVRCDW3OKH5CBOJTRDBHT5HCT5A,2020-02-05 07:02:37.448,0,True
1350413,5,Handy,"Great price for a practical time-keeping watch. I use it to time my runs and also during exams. I had to buy a couple because my family members kept borrowing it, that's how good it is.",[],B000GAWSDG,B09TXZHKLG,AGJUHV53CVAFKW24EXR7DCTXBUFQ,2011-10-26 13:44:27.000,0,True
1351456,5,Good watch.,"Very simple, lightweight watch. Just what I need.",[],B000GAWSDG,B09TXZHKLG,AFVB2SUSJ33FAUTFXZKGSNYHFREQ,2019-07-27 03:08:49.979,0,True
1351727,5,perfect everyday watch,i usually wear a gold casio but i always ding it up so this is a perfect everyday alternative,[],B086RQHJQM,B09TXZHKLG,AE2BGWK2ID4WNWVDHKQ5YALSKDEA,2022-01-31 01:34:23.249,0,True
1351940,5,So many compliments!,"My fiance looses his watches pretty often, so doesn't want to spend a ton of money replacing them. He's also been watching a lot of Stranger Things, so this watch was totally #vibes. He has received SO MANY compliments on this watch!<br />It doesn't look like it costs more than it does, but people seem to love the retro style, and it's very in line with his aesthetic. If you want a watch that looks expensive, this isn't for you, but if you want a watch that makes a statement, order this one. It's pretty small too, so I'm always surprised when people notice it, but it does get a lot of attention.",[],B01MZF6LL2,B09TXZHKLG,AEG4FOS4SXUKKV6CZ7VX3AE5JLPA,2019-08-02 19:12:29.152,1,True
1352018,5,Simply Awesome Watch!,"I normally don't wear a watch because I find them to be too nice to wear to work, or too cumbersome in general. But I bought this watch on a whim and I'm so glad I did! This watch is very simple but it works well, is the perfect size and does everything I need it to do. I almost never take it off now!",[],B000GAWSDG,B09TXZHKLG,AGDVK6QGIICH2O4W3WIN62DP7SSQ,2011-01-30 21:48:56.000,1,True
1352259,2,don't waste your time on this watch,"when I first wrote a review for this watch the month feature didn't work-I elected to disregard that small issue for a $10 watch-now the day and date features have skipped or more accurately they have failed to advance. I guess I got what I paid for. Why invest more time, no pun intended.",[],B000GAWSDG,B09TXZHKLG,AGZO5JBMO255YMWAO4PCBU3X32YA,2019-06-12 15:38:22.244,0,True
1353021,5,Great,"Weighs nothing, keeps good time, destroys itself before the battery runs out.<br />Best mountain biking watch ever.",[],B000GAWSDG,B09TXZHKLG,AH5C5BVVQLGJAQIBJS3UWLGIBBSA,2020-06-02 17:59:08.838,0,True
1353615,5,Great affordable watch,Simple and last long. I love it. Had mine over a year.,[],B000GAWSDG,B09TXZHKLG,AER3IBBBMHSDQSBQCXPYXJQXJEYQ,2019-12-02 22:46:12.735,0,True
1353706,5,"Just get it, this is the perfect everyday watch",Love this watch. More stylish in life than in photos. Very comfortable to wear. Better than a Swiss.,[],B000GAWSDG,B09TXZHKLG,AGF2QF6HP7FQLXD5SS7O7CZNLGVA,2020-04-14 02:42:19.326,0,True
1353772,5,Can’t complain,Good for the price,[],B000GAWSDG,B09TXZHKLG,AEIBF34IGYQJRYSOHH4B6LEA5PNQ,2019-08-05 01:51:34.434,0,True
1353894,3,Three Stars,Little to small for what I expected.,[],B000GAWSDG,B09TXZHKLG,AHI7EQJMMKNPMMK3WXJF7QWYQVHA,2015-08-27 00:04:38.000,0,True
1354064,5,Iconic watch,It is so simple and good,[],B000GAWSDG,B09TXZHKLG,AG42MKSUZKBTDJZVNLSS2NNVJH4Q,2020-04-18 00:09:24.936,0,True
1354478,4,Geek chic utility watch,"Easy-to-read time and date. Alarm and hourly chime help keep me on schedule. Underestimated the small size, but its unobtrusive stature makes it comfortable to wear all day. Light is just bad. For the price, it's a fun little watch.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81eVARYNCWL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81eVARYNCWL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81eVARYNCWL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AHC45XUPP2KM2DZNPPSLZ5AUDONQ,2020-11-24 02:30:34.197,0,True
1355342,5,Solid product,"I've repurchased this watch 3xs, bc it's a great reliable watch. Great minimal look for everyday wear, light/comfortable, unisex, cheap, waterproof, easy to use, has a stop watch and alarm, lights up. Lasts forever too (repurchased bc I lost it, and another to gift to my boyfriend to watch and he loves it too). What more could you ask for?",[],B000GAWSDG,B09TXZHKLG,AF3VTYRF4RRF5CRJWABZ74FIKIYA,2020-10-17 22:10:14.281,0,True
1356376,5,I am a loyal buyer of this watch. I ...,I am a loyal buyer of this watch. I am in the third purchase and I prepare for the next one.,[],B000GAWSDG,B09TXZHKLG,AHZ5Q7WOJNN3ZF2EGTW4LLN36Y2Q,2018-02-21 01:21:57.982,0,True
1357057,5,Perfect!,Absolutely love it! It goes with everything. I didn’t have any problems with the straps being to hard or anything of the sort! It’s also the perfect size for my small wrist.,[],B086RNZX13,B09TXZHKLG,AFSQVHWRRXYJV7CHTO5RMAJ4F6NQ,2021-03-10 21:57:11.160,0,True
1357380,4,You get what you pay for with this and I ...,You get what you pay for with this and I needed it because it looks professional and its low profile.,[],B000GAWSDG,B09TXZHKLG,AGFE2ULBTU3KHCJMWFVJMIASV5AA,2018-09-18 07:49:01.384,0,True
1357419,5,Buy It -- You Won't Regret It,"This little guy is hands down, my favorite watch I've ever owned. It takes a beating, it's dirt cheap, and it works. It's great for my smaller wrist, and I don't feel like I'm compensating for something with a gigantic watch-head.<br /><br />Seriously, if you're thinking of buying it, regardless of gender, just do it. It's the little watch that keeps on going. Hell, I've gone swimming in mine with absolutely no issues. And let's be real -- if you lose it or break it somehow, this little guy is under $15. 100% worth it.",[],B000GAWSDG,B09TXZHKLG,AGVRYGVKYYTH5XG6PSWWPUUUPBQQ,2020-07-06 13:57:41.947,0,True
1357460,5,Great watch. Lights a little weak. Fits and feels great,Love the way his watch looks and functions great.  Feels super comfortable as well. Only problem is I wish the f-91w watches were a little more water resistant an could be swam in. Otherwise one of my favorite watches of all time. I own the black with blue and red trim as well but I really lie this gold. They are my work watches.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bR+UOG0wL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bR+UOG0wL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bR+UOG0wL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AFFS3J34CWTJSJRHHV7O4JIJ54CQ,2020-07-01 01:19:50.398,0,True
1357461,5,An amazing watch for a great value!,"This is the first watch I've ever bought. Well sort of. I've been waiting on my real first watch(Casio G-shock,Gorillaz Ltd. Ed) in the mail but it's been taking way longer than expected so I picked this up as a temporary replacement until that gets here but this little 12 dollar watch has impressed me so much that I had to come rave about it! This is not only a classic and sharp looking watch with its square design but is also super easy to read from all angles, is so light you can barely tell it's on your wrist and the resin makes the body virtually indestructible.  I have barely scratched the face after wearing it every day for a week as a part time maintenance worker at a hotel. It's been soaked and even submerged in a couple inches of water(which it is not really meant to be) and still keeps going! I seriously love this thing! My only problem is the buttons are a lil stiff and hard to push somewhat (which is ok cuz they dont get accidentally pushed either) and the light isnt that great but it DOES work fine. I just wish the light was a tiny bit brighter. Neither of these are very big deals, this watch is an amazing design by Mr. Ryusuke Moriai and I will definitely be collecting all the color variants in the future. The gold, blue, and green bezel variants are quite handsome.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oLldPHy6L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oLldPHy6L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oLldPHy6L.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AFFS3J34CWTJSJRHHV7O4JIJ54CQ,2020-06-09 04:12:57.873,0,True
1357507,5,"Its simple, it works, and it get the job done!","This is the second time I've purchased this watch! I lost the first one while training unfortunately. I couldn't wait to replace it! Most of my coworkers prefer wearing big bulky watches like GSHOCKS but they just get in the way and don't look nearly as pleasing on the wrist. Plus I can wear it perfectly in any occasion (unlike most watches people wear) because of its minimalist design. Its simple, it works, and it get the job done!",[],B000GAWSDG,B09TXZHKLG,AGACYBXSDZXG4W3RXJFPD2J5SL2A,2017-09-03 03:02:00.006,0,True
1357767,5,Convenient,I bought 2 watches for my 89 year old dad<br />That way he doesn’t have to change the time twice a year<br />He just grabs the other watch,[],B000GAWSDG,B09TXZHKLG,AFERUXYMHK7WCBHBVAEDW344AHDA,2021-02-22 21:40:58.731,0,True
1358024,5,I like it because it's smaller than the old one,"I like it because it's smaller than the old one, costs less money, it's also easier to change the time when I fly back east. It's the same as all the others in the sense that you have to glue  the strap thingy that holds the end of the strap as it slides away too far but superglue works very well for that.",[],B000GAWSDG,B09TXZHKLG,AHADYSPUHB7Z7PGXTA42RO4CQZWQ,2017-02-19 23:15:01.000,0,True
1358188,5,Great watch for a great price!,"My son loves this watch.  He has gone through quite a few more expensive watches that claim to be waterproof and after one time in the shower they stop working.  Or just one day they decide to stop.  This one has lasted him longer than any of the others and it was so much cheaper.  It has all the basic features you need, mainly it tells time.  What more could you ask for?",[],B000GAWSDG,B09TXZHKLG,AFU4XKYCBEXEZC45MFBIYGU7PE5Q,2016-08-10 04:38:01.000,0,True
